0.00675,0.01972,0.00673,0.007527,0.01532,0.007937,0.008233,0.006493,0.007376,0.009379,0.008434,0.009035,0.008199,0.008507,0.008265,0.009068,0.007954,0.006717,0.01304,0.007049
0.0066,0.03266,0.006674,0.009303,0.03349,0.04995,0.0161,0.01318,0.01592,0.01772,0.01639,0.03528,0.01631,0.01478,0.01864,0.03739,0.01697,0.006422,0.02574,0.01456
0.01294,0.03888,0.006372,0.006849,0.009645,0.05856,0.08099,0.0192,0.02456,0.0234,0.006219,0.05204,0.02314,0.02142,0.0293,0.04813,0.006422,0.0063,0.03558,0.02478
0.01923,0.04487,0.01314,0.0128,0.01912,0.006252,0.08664,0.02851,0.03384,0.03243,0.00836,0.06146,0.03373,0.0292,0.03842,0.09691,0.1083,0.08801,0.07612,0.03487
0.02601,0.09252,0.04192,0.02172,0.02628,0.0124,0.09257,0.03763,0.04401,0.03974,0.01432,0.07281,0.04429,0.0428,0.006295,0.008884,0.1285,0.2376,0.01037,0.009832
0.03277,0.1075,0.007868,0.007429,0.03548,0.02202,0.1006,0.04651,0.05259,0.04561,0.06736,0.1506,0.05522,0.05338,0.00626,0.006254,0.01136,0.249,0.008446,0.01536
0.04012,0.1145,0.006481,0.01373,0.04273,0.03121,0.1082,0.1164,0.06079,0.006671,0.01099,0.161,0.06631,0.06394,0.01253,0.01246,0.0171,0.2954,0.0351,0.02114
0.0466,0.1222,0.01262,0.024,0.05149,0.03771,0.1128,0.1331,0.007141,0.01297,0.01712,0.1691,0.07258,0.07446,0.02008,0.01855,0.3302,0.3045,0.01113,0.009342
0.05284,0.13,0.02079,0.03458,0.05909,0.04354,0.1214,0.1426,0.01016,0.02048,0.02317,0.1778,0.07608,0.08553,0.03104,0.02878,0.3387,0.006525,0.01636,0.01807
0.05901,0.1376,0.02913,0.04487,0.07001,0.05448,0.1312,0.1474,0.0185,0.04925,0.03347,0.273,0.08395,0.09638,0.0424,0.03849,0.3432,0.01401,0.02224,0.02462
0.0663,0.1459,0.03766,0.05587,0.08091,0.1454,0.1416,0.1511,0.00895,0.06061,0.04482,0.2844,0.006277,0.1062,0.05249,0.04831,0.353,0.02499,0.03359,0.03483
0.07372,0.1549,0.04692,0.06676,0.01097,0.1558,0.3082,0.47,0.01471,0.07105,0.05546,0.2957,0.304,0.4206,0.06115,0.05642,0.3623,0.03635,0.04495,0.04619
0.0828,0.165,0.05748,0.07708,0.0221,0.01099,0.01097,0.4923,0.02195,0.16,0.07757,0.01136,0.01136,0.4433,0.513,0.06329,0.3652,0.1615,0.1138,0.05755
0.09206,0.2667,0.068,0.08843,0.02919,0.02196,0.01099,0.5037,0.03077,0.1708,0.01065,0.006269,0.008112,0.01911,0.5434,0.07463,0.3752,0.1714,0.01136,0.01136
0.009616,0.2854,0.07892,0.09979,0.03928,0.02652,0.01603,0.515,0.04213,0.181,0.01592,0.01247,0.009963,0.011,0.5536,0.07832,0.3865,0.1816,0.02135,0.01761
0.006252,0.2951,0.08938,0.1109,0.04864,0.03376,0.0246,0.5207,0.05262,0.1923,0.07536,0.0481,0.02902,0.02838,0.5933,0.6792,0.3944,0.1919,0.02954,0.02366
0.01237,0.3055,0.4024,0.1209,0.1039,0.04487,0.03514,0.5578,0.06354,0.2983,0.09574,0.01024,0.01259,0.006308,0.01062,0.6994,0.4014,0.2016,0.04089,0.03496
0.02126,0.008238,0.4206,0.1323,0.1248,0.009971,0.009941,0.5677,0.07489,0.3234,0.01821,0.007208,0.006248,0.006257,0.01264,0.7046,0.4117,0.2129,0.0487,0.04347
0.02895,0.008565,0.4317,0.1436,0.1318,0.006254,0.01538,0.5777,0.08625,0.3333,0.007169,0.00652,0.006278,0.006267,0.02509,1.352,0.6472,0.2243,0.06004,0.05482
0.03538,0.01658,0.4425,0.1544,0.1431,0.01468,0.03778,0.6219,0.09709,0.3447,0.01817,0.01273,0.0125,0.007026,0.03106,1.363,0.01136,0.01136,0.07019,0.06561
0.04522,0.02322,0.7638,0.3173,0.1545,0.01136,0.02104,0.6329,0.7397,0.3543,0.02953,0.01885,0.01865,0.01801,0.03725,1.374,0.02204,0.01625,0.08108,0.07565
0.05464,0.03418,0.783,0.009675,0.01136,0.02039,0.02749,0.008154,0.751,0.3642,0.04089,0.03021,0.02741,0.02857,0.0471,1.415,0.02964,0.02353,0.091,0.08607
0.06361,0.04392,0.7926,0.006467,0.006276,0.02952,0.03251,0.01415,0.7623,0.3756,0.05225,0.04072,0.03837,0.03875,0.0522,1.425,0.0104,0.03428,0.1014,0.09584
0.06998,0.05321,0.7994,0.01263,0.0125,0.03427,0.03951,0.02466,0.7639,0.3869,0.4505,0.5025,0.04929,0.04927,0.06066,1.431,0.01668,0.04334,0.1113,0.1037
0.07445,0.06131,0.8051,0.8279,0.8505,0.8955,0.05071,0.03512,0.7688,0.01113,0.01136,0.5236,0.06065,0.1213,0.07201,1.435,0.02392,0.04983,0.1168,0.1127
0.08016,0.06572,0.007978,0.00908,0.01005,0.9057,0.06082,0.04624,0.7786,0.02169,0.009505,0.5327,0.544,0.6765,0.08291,1.442,0.03141,0.05927,0.124,0.1205
0.08593,0.07033,0.0158,0.01774,0.01936,0.9159,0.06576,0.05162,0.7894,0.03129,0.02731,0.008281,0.008766,0.6924,0.09381,1.449,0.04092,0.07062,0.1305,0.126
0.09148,0.07666,0.02405,0.02797,0.9529,0.9268,0.07548,0.0609,0.8007,0.04058,0.03867,0.006304,0.006314,0.6954,0.1052,1.459,0.04934,0.07787,0.1342,0.1321
0.09722,0.08223,0.03104,0.03603,0.9684,0.009068,0.08454,0.154,0.8115,0.8549,0.04959,0.01285,0.01252,0.7035,0.116,1.469,0.05736,0.08417,0.1427,0.1374
0.1041,0.08992,0.0397,0.0421,0.9863,0.009009,0.006246,0.1622,0.007787,0.8554,0.0591,0.08148,0.01901,0.7089,0.1231,1.478,0.06308,0.2351,0.1478,0.1453
0.1103,0.09792,0.04625,0.05265,1,0.006652,0.01244,0.1664,0.01458,0.8565,0.01039,0.1027,0.7485,0.7184,0.1274,1.482,0.0688,0.24,0.00939,0.155
0.1161,0.1059,0.05284,0.06355,1.008,0.006858,0.02235,0.1969,0.2163,0.8661,0.009384,0.1118,0.7593,0.009162,0.1308,1.487,0.07497,0.2449,0.01954,0.1659
0.1221,0.1112,0.05829,0.07417,1.015,0.01303,0.008318,0.009772,0.2224,0.8764,0.01575,0.1163,0.7695,0.01978,1.628,1.495,0.08448,0.3432,0.3735,0.5481
0.1279,0.1179,0.0671,0.08101,1.023,0.02229,0.01931,0.0197,0.2318,0.885,0.02434,0.1484,0.7693,0.02756,1.651,0.01857,0.008515,0.007356,0.006383,0.5648
0.1346,0.1249,0.07373,0.0847,1.031,0.03136,0.02948,0.02598,0.2422,0.8925,0.009303,0.1672,0.9468,1.68,1.653,0.01303,0.006257,0.006252,0.01246,0.5698
0.3524,0.2115,0.08144,0.08969,1.04,0.03911,0.03885,0.2834,0.2512,0.8983,0.008247,0.007747,0.9658,1.689,0.007982,0.01921,0.00628,0.006273,0.01857,0.5718
0.373,0.01493,0.008207,0.09831,1.049,0.04733,0.04597,0.2979,0.009365,0.909,0.01922,0.007098,0.9821,1.7,0.01617,0.02642,0.01249,0.01249,0.02581,0.5829
0.3781,0.006276,0.006404,0.1064,1.052,0.05306,0.05166,0.3028,0.007557,0.9131,0.02976,0.008459,0.9973,2.707,0.02364,0.03418,0.0238,0.01969,0.03277,0.5932
0.3846,0.01248,0.01261,0.1153,1.055,0.06253,0.05891,0.3113,0.01494,0.9189,0.03989,0.006255,0.007459,2.714,0.03054,0.04403,0.06322,0.02983,0.6448,0.603
0.391,0.01856,0.02246,1.262,1.137,0.07225,0.06843,0.4135,0.02475,0.9289,0.04529,0.01245,0.01378,2.723,2.761,2.81,0.07414,0.01017,0.6592,0.01136
0.3961,0.4246,0.03297,1.271,0.008274,0.01,0.008207,0.4317,0.008495,0.9402,0.05284,0.01888,0.02709,0.006592,0.008243,2.818,0.07813,0.02043,0.6681,0.00964
0.008189,0.4428,0.4859,1.279,0.01792,0.01549,0.006967,0.4421,0.01545,0.9509,0.06315,0.02558,0.04134,0.007557,0.006268,2.834,0.08883,0.0292,0.6702,0.01932
0.006847,0.008238,0.4996,1.287,1.311,1.331,0.01579,0.4468,0.02432,0.9865,0.0745,0.03482,0.04757,0.007304,0.00625,2.85,2.95,0.03938,0.6719,0.02647
0.01305,0.007061,0.5116,0.007661,0.01031,1.353,0.4706,0.4491,0.006798,0.9967,0.08492,0.04205,0.05379,0.01346,0.006255,0.006969,2.968,0.04584,0.6743,0.03245
0.01919,0.01323,0.5159,0.007216,0.007991,1.854,0.4897,0.008221,0.01305,0.998,0.09043,0.04816,0.06028,0.01973,0.01244,0.006355,2.975,0.05301,0.7374,0.03865
0.02613,0.02239,0.5222,0.01352,0.01528,1.874,0.009673,0.006498,0.02557,0.9981,0.09482,0.05404,0.06717,0.02562,0.04719,0.0125,2.974,0.006409,0.7538,0.04441
0.03235,0.06133,0.5898,0.02119,0.02317,1.884,0.01065,0.006375,0.03417,1.007,0.164,0.06028,0.07347,0.006416,0.06333,0.08465,2.982,0.006254,0.7635,0.05575
0.006592,0.00678,0.5946,0.02837,0.02904,1.968,0.07456,0.05378,0.04131,1.015,0.261,0.08779,0.07903,0.006197,0.006416,0.0903,2.989,0.01444,0.7736,0.06621
0.01298,0.01315,0.5988,0.03614,2.027,1.993,0.0154,0.006363,0.00677,1.027,0.2682,0.00799,0.006336,0.01239,0.0126,0.09693,3,0.7916,0.7757,0.07624
0.01937,0.01981,0.6028,0.04525,2.048,0.01696,0.007727,0.0064,0.006448,1.029,0.2733,0.01444,0.01261,0.01858,3.927,3.916,3.816,0.8082,0.007747,0.08455
0.02632,0.02678,2.723,2.116,2.063,0.008255,0.006273,0.0126,0.01265,1.03,0.2807,0.02072,0.01874,3.953,3.936,0.006227,0.008251,0.01261,0.006254,0.0878
0.03345,2.778,2.746,0.01642,0.007977,0.007961,0.01257,0.01881,0.01888,1.031,1.32,0.02751,0.02559,3.961,0.01346,0.006223,0.01606,0.04074,0.006255,0.09208
2.819,2.786,0.00722,0.008532,0.007623,0.01602,0.01869,0.02501,0.02522,0.006418,1.326,0.03709,0.0342,3.963,0.01956,0.006272,0.006252,0.05329,0.006609,0.09631
2.819,0.00644,0.006971,0.01746,0.01397,0.02234,0.02784,0.03491,0.03236,0.01259,1.335,0.04616,0.04157,3.966,0.02601,0.01249,0.006271,0.06014,0.0128,0.1009
2.819,0.01301,0.01374,0.02604,0.02423,0.03191,0.03752,0.04455,0.04126,0.02355,1.338,0.05511,0.0483,3.965,0.0366,0.02109,0.01244,0.06579,0.01941,0.1056
2.819,0.0193,0.02093,0.03132,0.03395,0.1444,0.1025,0.05544,0.05159,0.03367,1.347,4.093,4.029,3.974,0.04745,0.126,0.09528,0.07227,0.1369,0.1115
2.819,0.02585,0.02833,0.03715,0.04118,0.1635,0.009307,0.009236,0.07129,0.0419,1.355,4.12,0.01792,0.00901,0.05735,0.145,0.01033,0.006592,0.1419,0.007764
2.827,2.856,2.933,0.04724,0.05195,0.1823,0.009693,0.007758,0.09007,0.05142,1.359,4.133,0.006807,0.00642,0.2221,0.1583,0.006902,0.01318,0.1606,0.01405
0.006905,0.006375,2.94,0.009935,0.06289,0.2009,0.00884,0.006696,0.1077,0.06106,1.362,4.138,0.006348,0.01258,0.2255,0.006636,0.006452,0.02,0.174,0.006582
0.006384,0.01251,2.958,0.01722,0.07379,0.2208,0.009097,0.006223,0.1248,0.07155,1.371,4.144,0.01245,0.01872,0.2607,0.01275,0.01365,0.02648,0.18,0.006291
